host_ip,rssi_dbm,dist_m
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-54.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-53.00,1.000
172.20.10.4,-52.00,1.000
172.20.10.4,-52.00,1.000
172.20.10.4,-52.00,1.000
172.20.10.4,-52.00,1.000
172.20.10.4,-52.00,1.000
172.20.10.4,-52.00,1.000
172.20.10.4,-52.00,1.000
172.20.10.4,-52.00,1.000
172.20.10.4,-52.00,1.000
172.20.10.4,-52.00,1.000
172.20.10.4,-52.00,1.000
172.20.10.4,-52.00,1.000
172.20.10.4,-52.00,1.000
172.20.10.4,-52.00,1.000
172.20.10.4,-52.00,1.000
172.20.10.4,-52.00,1.000
172.20.10.4,-52.00,1.000
172.20.10.4,-52.00,1.000
172.20.10.4,-52.00,1.000
