event,host_time,src_ip,src_port,key,pi_name,payload_ts,rssi_dbm,agg_mode,agg_N,dist_m,rssi_mean
RAW,1761205078.929,10.128.97.229,40085,A,raspberrypi,1761205081.997,-53.60,,,,
RAW,1761205079.440,10.128.97.229,40085,A,raspberrypi,1761205082.498,-52.90,,,,
RAW,1761205079.857,10.128.97.229,40085,A,raspberrypi,1761205082.999,-55.90,,,,
RAW,1761205080.464,10.128.97.229,40085,A,raspberrypi,1761205083.499,-55.20,,,,
RAW,1761205080.873,10.128.97.229,40085,A,raspberrypi,1761205084.000,-51.20,,,,
RAW,1761205081.387,10.128.97.229,40085,A,raspberrypi,1761205084.501,-45.20,,,,
RAW,1761205081.880,10.128.97.229,40085,A,raspberrypi,1761205085.001,-54.20,,,,
RAW,1761205082.408,10.128.97.229,40085,A,raspberrypi,1761205085.501,-63.40,,,,
RAW,1761205082.920,10.128.97.229,40085,A,raspberrypi,1761205086.002,-63.30,,,,
RAW,1761205083.430,10.128.97.229,40085,A,raspberrypi,1761205086.503,-62.90,,,,
LEG_VAST,1761205083.548,,,A,raspberrypi,,,mean,20,3.500,-56.77
RAW,1761205083.943,10.128.97.229,40085,A,raspberrypi,1761205087.003,-54.00,,,,
RAW,1761205084.373,10.128.97.229,40085,A,raspberrypi,1761205087.504,-50.30,,,,
RAW,1761205084.969,10.128.97.229,40085,A,raspberrypi,1761205088.005,-53.70,,,,
RAW,1761205085.376,10.128.97.229,40085,A,raspberrypi,1761205088.505,-56.20,,,,
RAW,1761205085.889,10.128.97.229,40085,A,raspberrypi,1761205089.005,-56.20,,,,
RAW,1761205086.420,10.128.97.229,40085,A,raspberrypi,1761205089.505,-56.40,,,,
RAW,1761205086.919,10.128.97.229,40085,A,raspberrypi,1761205090.007,-59.40,,,,
RAW,1761205087.427,10.128.97.229,40085,A,raspberrypi,1761205090.507,-54.20,,,,
RAW,1761205087.950,10.128.97.229,40085,A,raspberrypi,1761205091.008,-52.10,,,,
RAW,1761205088.818,10.128.97.229,40085,A,raspberrypi,1761205091.509,-55.30,,,,
RAW,1761205088.894,10.128.97.229,40085,A,raspberrypi,1761205092.009,-57.80,,,,
RAW,1761205089.616,10.128.97.229,40085,A,raspberrypi,1761205092.510,-63.30,,,,
LEG_VAST,1761205089.691,,,A,raspberrypi,,,mean,20,4.000,-56.01
RAW,1761205089.873,10.128.97.229,40085,A,raspberrypi,1761205093.010,-62.50,,,,
RAW,1761205090.566,10.128.97.229,40085,A,raspberrypi,1761205093.511,-54.60,,,,
RAW,1761205090.906,10.128.97.229,40085,A,raspberrypi,1761205094.011,-58.00,,,,
RAW,1761205091.421,10.128.97.229,40085,A,raspberrypi,1761205094.512,-58.60,,,,
RAW,1761205091.930,10.128.97.229,40085,A,raspberrypi,1761205095.012,-57.10,,,,
RAW,1761205092.443,10.128.97.229,40085,A,raspberrypi,1761205095.513,-57.80,,,,
RAW,1761205092.954,10.128.97.229,40085,A,raspberrypi,1761205096.014,-59.00,,,,
RAW,1761205093.468,10.128.97.229,40085,A,raspberrypi,1761205096.514,-59.00,,,,
