event,host_time,src_ip,src_port,key,pi_name,payload_ts,rssi_dbm,agg_mode,agg_N,dist_m,rssi_mean
RAW,1761205328.613,10.128.97.1,41821,A,raspberrypi,1761205331.602,-54,,,1.5,
RAW,1761205328.987,10.128.97.1,41821,A,raspberrypi,1761205332.104,-55.4,,,1.5,
RAW,1761205329.496,10.128.97.1,41821,A,raspberrypi,1761205332.604,-55.6,,,1.5,
RAW,1761205329.971,10.128.97.1,41821,A,raspberrypi,1761205333.105,-55,,,1.5,
RAW,1761205330.521,10.128.97.1,41821,A,raspberrypi,1761205333.606,-59.8,,,1.5,
RAW,1761205331.033,10.128.97.1,41821,A,raspberrypi,1761205334.107,-59,,,1.5,
RAW,1761205331.544,10.128.97.1,41821,A,raspberrypi,1761205334.608,-60.6,,,1.5,
LEG_VAST,1761205331.686,,,A,raspberrypi,,,mean,20,2,-54.12
RAW,1761205331.975,10.128.97.1,41821,A,raspberrypi,1761205335.109,-59.6,,,2,
RAW,1761205332.571,10.128.97.1,41821,A,raspberrypi,1761205335.61,-53.1,,,2,
RAW,1761205332.983,10.128.97.1,41821,A,raspberrypi,1761205336.111,-46.2,,,2,
RAW,1761205333.492,10.128.97.1,41821,A,raspberrypi,1761205336.612,-47,,,2,
RAW,1761205334.016,10.128.97.1,41821,A,raspberrypi,1761205337.113,-52.8,,,2,
RAW,1761205334.515,10.128.97.1,41821,A,raspberrypi,1761205337.614,-58,,,2,
RAW,1761205335.033,10.128.97.1,41821,A,raspberrypi,1761205338.115,-58,,,2,
RAW,1761205335.54,10.128.97.1,41821,A,raspberrypi,1761205338.616,-55.5,,,2,
RAW,1761205335.991,10.128.97.1,41821,A,raspberrypi,1761205339.116,-48.2,,,2,
RAW,1761205336.564,10.128.97.1,41821,A,raspberrypi,1761205339.618,-48.4,,,2,
RAW,1761205337.077,10.128.97.1,41821,A,raspberrypi,1761205340.118,-50.5,,,2,
RAW,1761205337.589,10.128.97.1,41821,A,raspberrypi,1761205340.619,-52.2,,,2,
RAW,1761205337.998,10.128.97.1,41821,A,raspberrypi,1761205341.12,-54,,,2,
RAW,1761205338.511,10.128.97.1,41821,A,raspberrypi,1761205341.621,-51.7,,,2,
LEG_VAST,1761205338.725,,,A,raspberrypi,,,mean,20,2.5,-54.03
RAW,1761205339.021,10.128.97.1,41821,A,raspberrypi,1761205342.122,-47.2,,,2.5,
RAW,1761205339.537,10.128.97.1,41821,A,raspberrypi,1761205342.623,-47.4,,,2.5,
RAW,1761205340.052,10.128.97.1,41821,A,raspberrypi,1761205343.124,-50.4,,,2.5,
RAW,1761205340.558,10.128.97.1,41821,A,raspberrypi,1761205343.625,-51,,,2.5,
RAW,1761205341.07,10.128.97.1,41821,A,raspberrypi,1761205344.126,-49.6,,,2.5,
RAW,1761205341.579,10.128.97.1,41821,A,raspberrypi,1761205344.627,-53.7,,,2.5,
RAW,1761205342.093,10.128.97.1,41821,A,raspberrypi,1761205345.128,-61.4,,,2.5,
RAW,1761205342.502,10.128.97.1,41821,A,raspberrypi,1761205345.629,-56.6,,,2.5,
RAW,1761205343.013,10.128.97.1,41821,A,raspberrypi,1761205346.13,-53.2,,,2.5,
RAW,1761205343.527,10.128.97.1,41821,A,raspberrypi,1761205346.63,-55,,,2.5,
RAW,1761205343.999,10.128.97.1,41821,A,raspberrypi,1761205347.131,-56.2,,,2.5,
RAW,1761205344.55,10.128.97.1,41821,A,raspberrypi,1761205347.632,-59.7,,,2.5,
RAW,1761205345.063,10.128.97.1,41821,A,raspberrypi,1761205348.133,-57.2,,,2.5,
RAW,1761205345.621,10.128.97.1,41821,A,raspberrypi,1761205348.634,-55.1,,,2.5,
RAW,1761205346.087,10.128.97.1,41821,A,raspberrypi,1761205349.135,-55.2,,,2.5,
RAW,1761205346.597,10.128.97.1,41821,A,raspberrypi,1761205349.636,-54.3,,,2.5,
LEG_VAST,1761205346.676,,,A,raspberrypi,,,mean,20,3,-53.58
RAW,1761205347.008,10.128.97.1,41821,A,raspberrypi,1761205350.137,-56,,,3,
RAW,1761205347.628,10.128.97.1,41821,A,raspberrypi,1761205350.638,-57,,,3,
RAW,1761205348.155,10.128.97.1,41821,A,raspberrypi,1761205351.139,-55.7,,,3,
RAW,1761205348.581,10.128.97.1,41821,A,raspberrypi,1761205351.64,-54.2,,,3,
RAW,1761205349.055,10.128.97.1,41821,A,raspberrypi,1761205352.141,-51.8,,,3,
RAW,1761205349.604,10.128.97.1,41821,A,raspberrypi,1761205352.638,-53.6,,,3,
RAW,1761205350.079,10.128.97.1,41821,A,raspberrypi,1761205353.142,-62.6,,,3,
RAW,1761205350.601,10.128.97.1,41821,A,raspberrypi,1761205353.643,-65,,,3,
RAW,1761205351.106,10.128.97.1,41821,A,raspberrypi,1761205354.148,-65.2,,,3,
RAW,1761205351.503,10.128.97.1,41821,A,raspberrypi,1761205354.649,-63.2,,,3,
RAW,1761205352.004,10.128.97.1,41821,A,raspberrypi,1761205355.15,-60.8,,,3,
RAW,1761205352.536,10.128.97.1,41821,A,raspberrypi,1761205355.65,-63.8,,,3,
LEG_VAST,1761205352.687,,,A,raspberrypi,,,mean,20,3.5,-57.74
RAW,1761205353.05,10.128.97.1,41821,A,raspberrypi,1761205356.152,-61.3,,,3.5,
RAW,1761205353.56,10.128.97.1,41821,A,raspberrypi,1761205356.653,-60.2,,,3.5,
RAW,1761205354.075,10.128.97.1,41821,A,raspberrypi,1761205357.154,-58.5,,,3.5,
RAW,1761205354.584,10.128.97.1,41821,A,raspberrypi,1761205357.654,-58.5,,,3.5,
RAW,1761205355.106,10.128.97.1,41821,A,raspberrypi,1761205358.156,-55.2,,,3.5,
