host_ip,rssi_dbm,dist_m
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-73.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-71.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
172.20.10.2,-72.00,4.000
